organization_name,category,subcategory,source_type,official_status,website_name,url,normalized_url,province,city,parent_organization,first_discovered_at,last_verified_at,discovery_method,discovered_from_url,status
小米集团,big_company,,official_recruitment_page,official,校园招聘 | 小米招聘,https://hr.xiaomi.com/campus/,https://hr.xiaomi.com/campus,,,,Mon Aug 17 2026 00:00:00 GMT+0000 (Coordinated Universal Time),Mon Aug 17 2026 00:00:00 GMT+0000 (Coordinated Universal Time),playwright_verified_import,https://hr.xiaomi.com/campus/,active
比亚迪,big_company,,official_recruitment_page,official,比亚迪招聘,https://job.byd.com/portal/mobile/school-home,https://job.byd.com/portal/mobile/school-home,,,,Mon Aug 17 2026 00:00:00 GMT+0000 (Coordinated Universal Time),Mon Aug 17 2026 00:00:00 GMT+0000 (Coordinated Universal Time),playwright_verified_import,https://job.byd.com/portal/mobile/school-home,active
百度,big_company,,official_recruitment_page,official,百度校园招聘,https://talent.baidu.com/jobs/campus,https://talent.baidu.com/jobs/campus,,,,Mon Aug 17 2026 00:00:00 GMT+0000 (Coordinated Universal Time),Mon Aug 17 2026 00:00:00 GMT+0000 (Coordinated Universal Time),playwright_verified_import,https://talent.baidu.com/jobs/campus,active
美团,big_company,,official_recruitment_page,official,美团招聘,https://zhaopin.meituan.com/web/campus,https://zhaopin.meituan.com/web/campus,,,,Mon Aug 17 2026 00:00:00 GMT+0000 (Coordinated Universal Time),Mon Aug 17 2026 00:00:00 GMT+0000 (Coordinated Universal Time),playwright_verified_import,https://zhaopin.meituan.com/web/campus,active
腾讯,big_company,,official_recruitment_page,official,首页 | 腾讯招聘,https://careers.tencent.com/zh-cn/,https://careers.tencent.com/zh-cn,,,,Mon Aug 17 2026 00:00:00 GMT+0000 (Coordinated Universal Time),Mon Aug 17 2026 00:00:00 GMT+0000 (Coordinated Universal Time),playwright_verified_import,https://careers.tencent.com/zh-cn/,active
阿里巴巴集团,big_company,,official_recruitment_page,official,阿里巴巴校园招聘,https://campus-talent.alibaba.com/,https://campus-talent.alibaba.com/,,,,Mon Aug 17 2026 00:00:00 GMT+0000 (Coordinated Universal Time),Mon Aug 17 2026 00:00:00 GMT+0000 (Coordinated Universal Time),playwright_verified_import,https://campus-talent.alibaba.com/,active
东风汽车集团有限公司,central_soe,,official_homepage,official,东风汽车集团有限公司-首页,https://www.dfmc.com.cn/,https://dfmc.com.cn/,,,,Mon Aug 17 2026 00:00:00 GMT+0000 (Coordinated Universal Time),Mon Aug 17 2026 00:00:00 GMT+0000 (Coordinated Universal Time),playwright_verified_import,https://gjzwfw.www.gov.cn/col/col1560/,active
中国一重集团有限公司,central_soe,,official_homepage,official,中国一重集团有限公司,https://www.cfhi.com/,https://cfhi.com/,,,,Mon Aug 17 2026 00:00:00 GMT+0000 (Coordinated Universal Time),Mon Aug 17 2026 00:00:00 GMT+0000 (Coordinated Universal Time),playwright_verified_import,https://gjzwfw.www.gov.cn/col/col1560/,active
中国东方电气集团有限公司,central_soe,,official_homepage,official,中国东方电气集团有限公司,https://www.dongfang.com/,https://dongfang.com/,,,,Mon Aug 17 2026 00:00:00 GMT+0000 (Coordinated Universal Time),Mon Aug 17 2026 00:00:00 GMT+0000 (Coordinated Universal Time),playwright_verified_import,https://gjzwfw.www.gov.cn/col/col1560/,active
中国东方航空集团有限公司,central_soe,,official_homepage,official,中国东方航空,https://www.ceair.com/,https://ceair.com/,,,,Mon Aug 17 2026 00:00:00 GMT+0000 (Coordinated Universal Time),Mon Aug 17 2026 00:00:00 GMT+0000 (Coordinated Universal Time),playwright_verified_import,https://gjzwfw.www.gov.cn/col/col1560/,active
中国中化控股有限责任公司,central_soe,,official_homepage,official,中国中化控股有限责任公司 | 中国中化 | Sinochem Holdings,https://www.sinochem.com/,https://sinochem.com/,,,,Mon Aug 17 2026 00:00:00 GMT+0000 (Coordinated Universal Time),Mon Aug 17 2026 00:00:00 GMT+0000 (Coordinated Universal Time),playwright_verified_import,https://gjzwfw.www.gov.cn/col/col1560/,active
中国中煤能源集团有限公司,central_soe,,official_homepage,official,中国中煤能源集团有限公司,https://www.chinacoal.com/,https://chinacoal.com/,,,,Mon Aug 17 2026 00:00:00 GMT+0000 (Coordinated Universal Time),Mon Aug 17 2026 00:00:00 GMT+0000 (Coordinated Universal Time),playwright_verified_import,https://gjzwfw.www.gov.cn/col/col1560/,active
中国中车集团有限公司,central_soe,,official_homepage,official,中国中车股份有限公司-首页,https://www.crrcgc.cc/crrcgc/,https://crrcgc.cc/crrcgc,,,,Mon Aug 17 2026 00:00:00 GMT+0000 (Coordinated Universal Time),Mon Aug 17 2026 00:00:00 GMT+0000 (Coordinated Universal Time),playwright_verified_import,https://gjzwfw.www.gov.cn/col/col1560/,active
中国五矿集团有限公司,central_soe,,official_homepage,official,中国五矿,http://www.minmetals.com.cn/,http://minmetals.com.cn/,,,,Mon Aug 17 2026 00:00:00 GMT+0000 (Coordinated Universal Time),Mon Aug 17 2026 00:00:00 GMT+0000 (Coordinated Universal Time),playwright_verified_import,https://gjzwfw.www.gov.cn/col/col1560/,active
中国保利集团有限公司,central_soe,,official_homepage,official,中国保利集团有限公司,https://www.poly.com.cn/,https://poly.com.cn/,,,,Mon Aug 17 2026 00:00:00 GMT+0000 (Coordinated Universal Time),Mon Aug 17 2026 00:00:00 GMT+0000 (Coordinated Universal Time),playwright_verified_import,https://gjzwfw.www.gov.cn/col/col1560/,active
中国储备粮管理集团有限公司,central_soe,,official_homepage,official,首页-中储粮,https://www.sinograin.com.cn/,https://sinograin.com.cn/,,,,Mon Aug 17 2026 00:00:00 GMT+0000 (Coordinated Universal Time),Mon Aug 17 2026 00:00:00 GMT+0000 (Coordinated Universal Time),playwright_verified_import,https://gjzwfw.www.gov.cn/col/col1560/,active
中国兵器工业集团有限公司,central_soe,,official_homepage,official,中国兵器工业集团有限公司,http://www.norincogroup.com.cn/,http://norincogroup.com.cn/,,,,Mon Aug 17 2026 00:00:00 GMT+0000 (Coordinated Universal Time),Mon Aug 17 2026 00:00:00 GMT+0000 (Coordinated Universal Time),playwright_verified_import,https://gjzwfw.www.gov.cn/col/col1560/,active
中国兵器装备集团有限公司,central_soe,,official_homepage,official,中国兵器装备集团有限公司 > 首页,https://www.csgc.com.cn/,https://csgc.com.cn/,,,,Mon Aug 17 2026 00:00:00 GMT+0000 (Coordinated Universal Time),Mon Aug 17 2026 00:00:00 GMT+0000 (Coordinated Universal Time),playwright_verified_import,https://gjzwfw.www.gov.cn/col/col1560/,active
中国冶金地质总局,central_soe,,official_homepage,official,中国冶金地质总局,https://www.cmgb.com.cn/,https://cmgb.com.cn/,,,,Mon Aug 17 2026 00:00:00 GMT+0000 (Coordinated Universal Time),Mon Aug 17 2026 00:00:00 GMT+0000 (Coordinated Universal Time),playwright_verified_import,https://gjzwfw.www.gov.cn/col/col1560/,active
中国化学工程集团有限公司,central_soe,,official_homepage,official,中国化学工程集团有限公司官网,https://www.cncec.cn/,https://cncec.cn/,,,,Mon Aug 17 2026 00:00:00 GMT+0000 (Coordinated Universal Time),Mon Aug 17 2026 00:00:00 GMT+0000 (Coordinated Universal Time),playwright_verified_import,https://gjzwfw.www.gov.cn/col/col1560/,active
中国医药集团有限公司,central_soe,,official_homepage,official,国药集团,https://www.sinopharm.com/,https://sinopharm.com/,,,,Mon Aug 17 2026 00:00:00 GMT+0000 (Coordinated Universal Time),Mon Aug 17 2026 00:00:00 GMT+0000 (Coordinated Universal Time),playwright_verified_import,https://gjzwfw.www.gov.cn/col/col1560/,active
中国华电集团有限公司,central_soe,,official_homepage,official,中国华电集团有限公司,https://www.chd.com.cn/site/2/index.html,https://chd.com.cn/site/2/index.html,,,,Mon Aug 17 2026 00:00:00 GMT+0000 (Coordinated Universal Time),Mon Aug 17 2026 00:00:00 GMT+0000 (Coordinated Universal Time),playwright_verified_import,https://gjzwfw.www.gov.cn/col/col1560/,active
中国华能集团有限公司,central_soe,,official_homepage,official,首页 - 中国华能集团有限公司,https://www.chng.com.cn/,https://chng.com.cn/,,,,Mon Aug 17 2026 00:00:00 GMT+0000 (Coordinated Universal Time),Mon Aug 17 2026 00:00:00 GMT+0000 (Coordinated Universal Time),playwright_verified_import,https://gjzwfw.www.gov.cn/col/col1560/,active
中国南方电网有限责任公司,central_soe,,official_homepage,official,中国南方电网,https://www.csg.cn/,https://csg.cn/,,,,Mon Aug 17 2026 00:00:00 GMT+0000 (Coordinated Universal Time),Mon Aug 17 2026 00:00:00 GMT+0000 (Coordinated Universal Time),playwright_verified_import,https://gjzwfw.www.gov.cn/col/col1560/,active
中国南方航空集团有限公司,central_soe,,official_homepage,official,首页_中国南方航空集团有限公司,https://www.csairgroup.cn/cn/,https://csairgroup.cn/cn,,,,Mon Aug 17 2026 00:00:00 GMT+0000 (Coordinated Universal Time),Mon Aug 17 2026 00:00:00 GMT+0000 (Coordinated Universal Time),playwright_verified_import,https://gjzwfw.www.gov.cn/col/col1560/,active
中国南水北调集团有限公司,central_soe,,official_homepage,official,中国南水北调集团有限公司,http://www.csnwd.com.cn/,http://csnwd.com.cn/,,,,Mon Aug 17 2026 00:00:00 GMT+0000 (Coordinated Universal Time),Mon Aug 17 2026 00:00:00 GMT+0000 (Coordinated Universal Time),playwright_verified_import,https://gjzwfw.www.gov.cn/col/col1560/,active
中国商用飞机有限责任公司,central_soe,,official_homepage,official,中国商飞公司门户网站,http://www.comac.cc/,http://comac.cc/,,,,Mon Aug 17 2026 00:00:00 GMT+0000 (Coordinated Universal Time),Mon Aug 17 2026 00:00:00 GMT+0000 (Coordinated Universal Time),playwright_verified_import,https://gjzwfw.www.gov.cn/col/col1560/,active
中国国新控股有限责任公司,central_soe,,official_homepage,official,中国国新控股有限责任公司,https://www.crhc.cn/,https://crhc.cn/,,,,Mon Aug 17 2026 00:00:00 GMT+0000 (Coordinated Universal Time),Mon Aug 17 2026 00:00:00 GMT+0000 (Coordinated Universal Time),playwright_verified_import,https://gjzwfw.www.gov.cn/col/col1560/,active
中国国际工程咨询有限公司,central_soe,,official_homepage,official,中国国际工程咨询有限公司,https://www.ciecc.com.cn/,https://ciecc.com.cn/,,,,Mon Aug 17 2026 00:00:00 GMT+0000 (Coordinated Universal Time),Mon Aug 17 2026 00:00:00 GMT+0000 (Coordinated Universal Time),playwright_verified_import,https://gjzwfw.www.gov.cn/col/col1560/,active
中国国际技术智力合作集团有限公司,central_soe,,official_homepage,official,首页,http://www.ciic.com.cn/,http://ciic.com.cn/,,,,Mon Aug 17 2026 00:00:00 GMT+0000 (Coordinated Universal Time),Mon Aug 17 2026 00:00:00 GMT+0000 (Coordinated Universal Time),playwright_verified_import,https://gjzwfw.www.gov.cn/col/col1560/,active
中国大唐集团有限公司,central_soe,,official_homepage,official,中国大唐集团有限公司,https://www.china-cdt.com/,https://china-cdt.com/,,,,Mon Aug 17 2026 00:00:00 GMT+0000 (Coordinated Universal Time),Mon Aug 17 2026 00:00:00 GMT+0000 (Coordinated Universal Time),playwright_verified_import,https://gjzwfw.www.gov.cn/col/col1560/,active
中国安能建设集团有限公司,central_soe,,official_homepage,official,中国安能集团,https://www.china-an.cn/,https://china-an.cn/,,,,Mon Aug 17 2026 00:00:00 GMT+0000 (Coordinated Universal Time),Mon Aug 17 2026 00:00:00 GMT+0000 (Coordinated Universal Time),playwright_verified_import,https://gjzwfw.www.gov.cn/col/col1560/,active
中国宝武钢铁集团有限公司,central_soe,,official_homepage,official,中国宝武钢铁集团有限公司,https://www.baowugroup.com/home,https://baowugroup.com/home,,,,Mon Aug 17 2026 00:00:00 GMT+0000 (Coordinated Universal Time),Mon Aug 17 2026 00:00:00 GMT+0000 (Coordinated Universal Time),playwright_verified_import,https://gjzwfw.www.gov.cn/col/col1560/,active
中国广核集团有限公司,central_soe,,official_homepage,official,中国广核集团有限公司,https://www.cgnpc.com.cn/,https://cgnpc.com.cn/,,,,Mon Aug 17 2026 00:00:00 GMT+0000 (Coordinated Universal Time),Mon Aug 17 2026 00:00:00 GMT+0000 (Coordinated Universal Time),playwright_verified_import,https://gjzwfw.www.gov.cn/col/col1560/,active
中国建材集团有限公司,central_soe,,official_homepage,official,中国建材集团有限公司,https://www.cnbm.com.cn/,https://cnbm.com.cn/,,,,Mon Aug 17 2026 00:00:00 GMT+0000 (Coordinated Universal Time),Mon Aug 17 2026 00:00:00 GMT+0000 (Coordinated Universal Time),playwright_verified_import,https://gjzwfw.www.gov.cn/col/col1560/,active
中国建筑集团有限公司,central_soe,,official_homepage,official,中国建筑,https://www.cscec.com/,https://cscec.com/,,,,Mon Aug 17 2026 00:00:00 GMT+0000 (Coordinated Universal Time),Mon Aug 17 2026 00:00:00 GMT+0000 (Coordinated Universal Time),playwright_verified_import,https://gjzwfw.www.gov.cn/col/col1560/,active
中国建设科技有限公司,central_soe,,official_homepage,official,中国建设科技集团股份有限公司,https://www.cctc.cn/,https://cctc.cn/,,,,Mon Aug 17 2026 00:00:00 GMT+0000 (Coordinated Universal Time),Mon Aug 17 2026 00:00:00 GMT+0000 (Coordinated Universal Time),playwright_verified_import,https://gjzwfw.www.gov.cn/col/col1560/,active
中国旅游集团有限公司 [香港中旅（集团）有限公司],central_soe,,official_homepage,official,中国旅游集团,https://www.ctg.cn/,https://ctg.cn/,,,,Mon Aug 17 2026 00:00:00 GMT+0000 (Coordinated Universal Time),Mon Aug 17 2026 00:00:00 GMT+0000 (Coordinated Universal Time),playwright_verified_import,https://gjzwfw.www.gov.cn/col/col1560/,active
中国有研科技集团有限公司,central_soe,,official_homepage,official,中国有研科技集团有限公司 > 首页,https://www.grinm.com/,https://grinm.com/,,,,Mon Aug 17 2026 00:00:00 GMT+0000 (Coordinated Universal Time),Mon Aug 17 2026 00:00:00 GMT+0000 (Coordinated Universal Time),playwright_verified_import,https://gjzwfw.www.gov.cn/col/col1560/,active
中国有色矿业集团有限公司,central_soe,,official_homepage,official,中国有色矿业集团有限公司,https://www.cnmc.com.cn/,https://cnmc.com.cn/,,,,Mon Aug 17 2026 00:00:00 GMT+0000 (Coordinated Universal Time),Mon Aug 17 2026 00:00:00 GMT+0000 (Coordinated Universal Time),playwright_verified_import,https://gjzwfw.www.gov.cn/col/col1560/,active
中国机械工业集团有限公司,central_soe,,official_homepage,official,中国机械工业集团有限公司,https://www.sinomach.com.cn/,https://sinomach.com.cn/,,,,Mon Aug 17 2026 00:00:00 GMT+0000 (Coordinated Universal Time),Mon Aug 17 2026 00:00:00 GMT+0000 (Coordinated Universal Time),playwright_verified_import,https://gjzwfw.www.gov.cn/col/col1560/,active
中国机械科学研究总院集团有限公司,central_soe,,official_homepage,official,首页-中国机械科学研究总院集团有限公司,https://www.cam.com.cn/,https://cam.com.cn/,,,,Mon Aug 17 2026 00:00:00 GMT+0000 (Coordinated Universal Time),Mon Aug 17 2026 00:00:00 GMT+0000 (Coordinated Universal Time),playwright_verified_import,https://gjzwfw.www.gov.cn/col/col1560/,active
中国林业集团有限公司,central_soe,,official_homepage,official,中国林业集团,https://www.cfgc.cn/,https://cfgc.cn/,,,,Mon Aug 17 2026 00:00:00 GMT+0000 (Coordinated Universal Time),Mon Aug 17 2026 00:00:00 GMT+0000 (Coordinated Universal Time),playwright_verified_import,https://gjzwfw.www.gov.cn/col/col1560/,active
中国核工业集团有限公司,central_soe,,official_homepage,official,中国核工业集团有限公司-中国核工业集团有限公司,https://www.cnnc.com.cn/,https://cnnc.com.cn/,,,,Mon Aug 17 2026 00:00:00 GMT+0000 (Coordinated Universal Time),Mon Aug 17 2026 00:00:00 GMT+0000 (Coordinated Universal Time),playwright_verified_import,https://gjzwfw.www.gov.cn/col/col1560/,active
中国检验认证（集团）有限公司,central_soe,,official_homepage,official,中国检验认证集团,https://www.ccic.com/,https://ccic.com/,,,,Mon Aug 17 2026 00:00:00 GMT+0000 (Coordinated Universal Time),Mon Aug 17 2026 00:00:00 GMT+0000 (Coordinated Universal Time),playwright_verified_import,https://gjzwfw.www.gov.cn/col/col1560/,active
中国海洋石油集团有限公司,central_soe,,official_homepage,official,中国海洋石油集团有限公司,https://www.cnooc.com.cn/,https://cnooc.com.cn/,,,,Mon Aug 17 2026 00:00:00 GMT+0000 (Coordinated Universal Time),Mon Aug 17 2026 00:00:00 GMT+0000 (Coordinated Universal Time),playwright_verified_import,https://gjzwfw.www.gov.cn/col/col1560/,active
中国煤炭地质总局,central_soe,,official_homepage,official,中国煤炭地质总局,https://www.ccgc.cn/,https://ccgc.cn/,,,,Mon Aug 17 2026 00:00:00 GMT+0000 (Coordinated Universal Time),Mon Aug 17 2026 00:00:00 GMT+0000 (Coordinated Universal Time),playwright_verified_import,https://gjzwfw.www.gov.cn/col/col1560/,active
中国煤炭科工集团有限公司,central_soe,,official_homepage,official,中国煤炭科工集团,https://www.ccteg.cn/zh/,https://ccteg.cn/zh,,,,Mon Aug 17 2026 00:00:00 GMT+0000 (Coordinated Universal Time),Mon Aug 17 2026 00:00:00 GMT+0000 (Coordinated Universal Time),playwright_verified_import,https://gjzwfw.www.gov.cn/col/col1560/,active
中国物流集团有限公司,central_soe,,official_homepage,official,中国物流集团有限公司,https://www.chinalogisticsgroup.com.cn/,https://chinalogisticsgroup.com.cn/,,,,Mon Aug 17 2026 00:00:00 GMT+0000 (Coordinated Universal Time),Mon Aug 17 2026 00:00:00 GMT+0000 (Coordinated Universal Time),playwright_verified_import,https://gjzwfw.www.gov.cn/col/col1560/,active
中国电信集团有限公司,central_soe,,official_homepage,official,chinatelecom.com.cn/?CT6T=c0d251&CT6TS=1cWpWGisp_1NgGVL11JPL9t7PSZbvUThaze9LU13xWYq9Wmg4t4gBVnJFSph7VNx,http://www.chinatelecom.com.cn/,http://chinatelecom.com.cn/,,,,Mon Aug 17 2026 00:00:00 GMT+0000 (Coordinated Universal Time),Mon Aug 17 2026 00:00:00 GMT+0000 (Coordinated Universal Time),playwright_verified_import,https://gjzwfw.www.gov.cn/col/col1560/,active
中国电力建设集团有限公司,central_soe,,official_homepage,official,中国电力建设集团,https://www.powerchina.cn/,https://powerchina.cn/,,,,Mon Aug 17 2026 00:00:00 GMT+0000 (Coordinated Universal Time),Mon Aug 17 2026 00:00:00 GMT+0000 (Coordinated Universal Time),playwright_verified_import,https://gjzwfw.www.gov.cn/col/col1560/,active
中国电子信息产业集团有限公司,central_soe,,official_homepage,official,中国电子信息产业集团有限公司,https://www.cec.com.cn/,https://cec.com.cn/,,,,Mon Aug 17 2026 00:00:00 GMT+0000 (Coordinated Universal Time),Mon Aug 17 2026 00:00:00 GMT+0000 (Coordinated Universal Time),playwright_verified_import,https://gjzwfw.www.gov.cn/col/col1560/,active
中国电子科技集团有限公司,central_soe,,official_homepage,official,中国电子科技集团有限公司-中国电子科技集团有限公司,https://www.cetc.com.cn/,https://cetc.com.cn/,,,,Mon Aug 17 2026 00:00:00 GMT+0000 (Coordinated Universal Time),Mon Aug 17 2026 00:00:00 GMT+0000 (Coordinated Universal Time),playwright_verified_import,https://gjzwfw.www.gov.cn/col/col1560/,active
中国电气装备集团有限公司,central_soe,,official_homepage,official,中国电气装备集团有限公司,https://www.cee-group.cn/,https://cee-group.cn/,,,,Mon Aug 17 2026 00:00:00 GMT+0000 (Coordinated Universal Time),Mon Aug 17 2026 00:00:00 GMT+0000 (Coordinated Universal Time),playwright_verified_import,https://gjzwfw.www.gov.cn/col/col1560/,active
中国盐业集团有限公司,central_soe,,official_homepage,official,中国盐业集团有限公司,http://www.chinasalt.com.cn/,http://chinasalt.com.cn/,,,,Mon Aug 17 2026 00:00:00 GMT+0000 (Coordinated Universal Time),Mon Aug 17 2026 00:00:00 GMT+0000 (Coordinated Universal Time),playwright_verified_import,https://gjzwfw.www.gov.cn/col/col1560/,active
中国石油化工集团有限公司,central_soe,,official_homepage,official,中国石化集团公司网站,http://www.sinopecgroup.com/group/,http://sinopecgroup.com/group,,,,Mon Aug 17 2026 00:00:00 GMT+0000 (Coordinated Universal Time),Mon Aug 17 2026 00:00:00 GMT+0000 (Coordinated Universal Time),playwright_verified_import,https://gjzwfw.www.gov.cn/col/col1560/,active
中国石油天然气集团有限公司,central_soe,,official_recruitment_page,official,高层次科技创新人才引进,https://rcyj.cnpc.com.cn/,https://rcyj.cnpc.com.cn/,,,,Mon Aug 17 2026 00:00:00 GMT+0000 (Coordinated Universal Time),Mon Aug 17 2026 00:00:00 GMT+0000 (Coordinated Universal Time),playwright_verified_import,https://www.cnpc.com.cn/cnpc/jrwm/jrwm_index.shtml,active
中国石油天然气集团有限公司,central_soe,,official_homepage,official,中国石油天然气集团有限公司,https://www.cnpc.com.cn/cnpc/index.shtml,https://cnpc.com.cn/cnpc/index.shtml,,,,Mon Aug 17 2026 00:00:00 GMT+0000 (Coordinated Universal Time),Mon Aug 17 2026 00:00:00 GMT+0000 (Coordinated Universal Time),playwright_verified_import,https://gjzwfw.www.gov.cn/col/col1560/,active
中国石油天然气集团有限公司,central_soe,,official_recruitment_page,official,招聘平台,https://www.cnpc.com.cn/cnpc/jrwm/jrwm_index.shtml,https://cnpc.com.cn/cnpc/jrwm/jrwm_index.shtml,,,,Mon Aug 17 2026 00:00:00 GMT+0000 (Coordinated Universal Time),Mon Aug 17 2026 00:00:00 GMT+0000 (Coordinated Universal Time),playwright_verified_import,https://www.cnpc.com.cn/cnpc/index.shtml,active
中国石油天然气集团有限公司,central_soe,,official_recruitment_page,official,社会招聘,https://www.cnpc.com.cn/cnpc/shenhuizhaopin/zhaoping_list.shtml,https://cnpc.com.cn/cnpc/shenhuizhaopin/zhaoping_list.shtml,,,,Mon Aug 17 2026 00:00:00 GMT+0000 (Coordinated Universal Time),Mon Aug 17 2026 00:00:00 GMT+0000 (Coordinated Universal Time),playwright_verified_import,https://www.cnpc.com.cn/cnpc/jrwm/jrwm_index.shtml,active
中国矿产资源集团有限公司,central_soe,,official_homepage,official,中国矿产资源集团有限公司,http://www.cmr-co.com/,http://cmr-co.com/,,,,Mon Aug 17 2026 00:00:00 GMT+0000 (Coordinated Universal Time),Mon Aug 17 2026 00:00:00 GMT+0000 (Coordinated Universal Time),playwright_verified_import,https://gjzwfw.www.gov.cn/col/col1560/,active
中国移动通信集团有限公司,central_soe,,official_homepage,official,中国移动官方网站,https://www.10086.cn/index/bj/index_100_100.html,https://10086.cn/index/bj/index_100_100.html,,,,Mon Aug 17 2026 00:00:00 GMT+0000 (Coordinated Universal Time),Mon Aug 17 2026 00:00:00 GMT+0000 (Coordinated Universal Time),playwright_verified_import,https://gjzwfw.www.gov.cn/col/col1560/,active
中国稀土集团有限公司,central_soe,,official_homepage,official,中国稀土集团有限公司,https://www.regcc.cn/,https://regcc.cn/,,,,Mon Aug 17 2026 00:00:00 GMT+0000 (Coordinated Universal Time),Mon Aug 17 2026 00:00:00 GMT+0000 (Coordinated Universal Time),playwright_verified_import,https://gjzwfw.www.gov.cn/col/col1560/,active
中国联合网络通信集团有限公司,central_soe,,official_homepage,official,中国联通,https://www.chinaunicom.com.cn/,https://chinaunicom.com.cn/,,,,Mon Aug 17 2026 00:00:00 GMT+0000 (Coordinated Universal Time),Mon Aug 17 2026 00:00:00 GMT+0000 (Coordinated Universal Time),playwright_verified_import,https://gjzwfw.www.gov.cn/col/col1560/,active
中国能源建设集团有限公司,central_soe,,official_homepage,official,中国能源建设股份有限公司,https://www.ceec.net.cn/,https://ceec.net.cn/,,,,Mon Aug 17 2026 00:00:00 GMT+0000 (Coordinated Universal Time),Mon Aug 17 2026 00:00:00 GMT+0000 (Coordinated Universal Time),playwright_verified_import,https://gjzwfw.www.gov.cn/col/col1560/,active
中国航天科工集团有限公司,central_soe,,official_homepage,official,中国航天科工集团有限公司,http://www.casic.com.cn/,http://casic.com.cn/,,,,Mon Aug 17 2026 00:00:00 GMT+0000 (Coordinated Universal Time),Mon Aug 17 2026 00:00:00 GMT+0000 (Coordinated Universal Time),playwright_verified_import,https://gjzwfw.www.gov.cn/col/col1560/,active
